parent_foodcode,parent_desc,ingred_code,ingred_desc,ingred_wt
13210710,"Pudding, cornmeal, milk, and molasses",2047.0,"Salt, table",6.0
13210710,"Pudding, cornmeal, milk, and molasses",19304.0,Molasses,164.0
13210710,"Pudding, cornmeal, milk, and molasses",19335.0,"Sugars, granulated",50.0
13210710,"Pudding, cornmeal, milk, and molasses",20022.0,"Cornmeal, degermed, enriched, yellow",138.0
13210750,"Pudding, pumpkin",4610.0,"Margarine, regular, 80% fat, composite, stick, with salt",1.9975
13210750,"Pudding, pumpkin",4691.0,"Margarine, regular, 80% fat, composite, stick, with salt, with added vitamin D",0.3525
13210750,"Pudding, pumpkin",11423.0,"Pumpkin, cooked, boiled, drained, without salt",122.5
13210750,"Pudding, pumpkin",19201.0,"Puddings, vanilla, ready-to-eat",261.0
13210810,"Pumpkin pudding, Puerto Rican style",1111.0,"Milk, averaged fat, with added vitamin A and D",81.252
13210810,"Pumpkin pudding, Puerto Rican style",1123.0,"Egg, whole, raw, fresh",150.0
13210810,"Pumpkin pudding, Puerto Rican style",2010.0,"Spices, cinnamon, ground",1.3
13210810,"Pumpkin pudding, Puerto Rican style",2047.0,"Salt, table",6.0
13210810,"Pumpkin pudding, Puerto Rican style",4610.0,"Margarine, regular, 80% fat, composite, stick, with salt",24.11875
13210810,"Pumpkin pudding, Puerto Rican style",4691.0,"Margarine, regular, 80% fat, composite, stick, with salt, with added vitamin D",4.25625
13210810,"Pumpkin pudding, Puerto Rican style",11422.0,"Pumpkin, raw",635.04
13210810,"Pumpkin pudding, Puerto Rican style",14411.0,"Water, tap, drinking",4.938
13210810,"Pumpkin pudding, Puerto Rican style",19335.0,"Sugars, granulated",66.6
13210810,"Pumpkin pudding, Puerto Rican style",20081.0,"Wheat flour, white, all-purpose, enriched, bleached",41.625
13210820,"Fresh corn custard, Puerto Rican style",2005.0,"Spices, caraway seed",1.117
13210820,"Fresh corn custard, Puerto Rican style",2047.0,"Salt, table",7.5
13210820,"Fresh corn custard, Puerto Rican style",11167.0,"Corn, sweet, yellow, raw",217.5
13210820,"Fresh corn custard, Puerto Rican style",12117.0,"Nuts, coconut milk, raw (liquid expressed from grated meat and water)",480.0
13210820,"Fresh corn custard, Puerto Rican style",19335.0,"Sugars, granulated",150.0
13220230,"Pudding, ready-to-eat, chocolate, reduced fat",19235.0,"Puddings, chocolate, ready-to-eat, fat free",100.0
13220235,"Pudding, ready-to-eat, chocolate, fat free",19235.0,"Puddings, chocolate, ready-to-eat, fat free",100.0
13220240,"Pudding, ready-to-eat, flavors other than chocolate, reduced fat",19233.0,"Puddings, vanilla, ready-to-eat, fat free",100.0
13220245,"Pudding, ready-to-eat, flavors other than chocolate, fat free",19233.0,"Puddings, vanilla, ready-to-eat, fat free",100.0
13230200,"Pudding, ready-to-eat, chocolate and non-chocolate flavors combined",19183.0,"Puddings, chocolate, ready-to-eat",50.0
13230200,"Pudding, ready-to-eat, chocolate and non-chocolate flavors combined",19201.0,"Puddings, vanilla, ready-to-eat",50.0
13230510,"Pudding, ready-to-eat, tapioca, fat free",19234.0,"Puddings, tapioca, ready-to-eat, fat free",100.0
13250100,"Mousse, not chocolate",1053.0,"Cream, fluid, heavy whipping",480.0
13250100,"Mousse, not chocolate",2047.0,"Salt, table",0.75
13250100,"Mousse, not chocolate",9040.0,"Bananas, raw",150.075
13250100,"Mousse, not chocolate",9152.0,"Lemon juice, raw",31.0
13250100,"Mousse, not chocolate",9236.0,"Peaches, yellow, raw",102.718
13250100,"Mousse, not chocolate",9316.0,"Strawberries, raw",154.744
13250100,"Mousse, not chocolate",14429.0,"Water, tap, municipal",88.875
13250100,"Mousse, not chocolate",19177.0,"Gelatins, dry powder, unsweetened",3.5
13250100,"Mousse, not chocolate",19336.0,"Sugars, powdered",120.0
13250200,"Mousse, chocolate, lowfat, reduced calorie, prepared from dry mix, water added",1091.0,"Milk, dry, nonfat, regular, without added vitamin A and vitamin D",26.0
13250200,"Mousse, chocolate, lowfat, reduced calorie, prepared from dry mix, water added",4651.0,"Oil, industrial, soy (partially hydrogenated), multiuse for non-dairy butter flavor",5.0
13250200,"Mousse, chocolate, lowfat, reduced calorie, prepared from dry mix, water added",14411.0,"Water, tap, drinking",88.875
13250200,"Mousse, chocolate, lowfat, reduced calorie, prepared from dry mix, water added",19166.0,"Cocoa, dry powder, unsweetened, processed with alkali",18.0
13250200,"Mousse, chocolate, lowfat, reduced calorie, prepared from dry mix, water added",19335.0,"Sugars, granulated",29.0
13250200,"Mousse, chocolate, lowfat, reduced calorie, prepared from dry mix, water added",20027.0,Cornstarch,18.0
13252100,"Coconut custard, Puerto Rican style",1095.0,"Milk, canned, condensed, sweetened",535.5
13252100,"Coconut custard, Puerto Rican style",1096.0,"Milk, canned, evaporated, with added vitamin D and without added vitamin A",369.0
13252100,"Coconut custard, Puerto Rican style",1123.0,"Egg, whole, raw, fresh",300.0
13252100,"Coconut custard, Puerto Rican style",12179.0,"Nuts, coconut meat, dried (desiccated), sweetened, shredded",99.225
13252100,"Coconut custard, Puerto Rican style",14411.0,"Water, tap, drinking",78.921
13252100,"Coconut custard, Puerto Rican style",19335.0,"Sugars, granulated",150.0
13412000,"Milk gravy, quick gravy",1111.0,"Milk, averaged fat, with added vitamin A and D",610.0
13412000,"Milk gravy, quick gravy",2047.0,"Salt, table",3.714641434262948
13412000,"Milk gravy, quick gravy",4002.0,Lard,15.313745019920315
13412000,"Milk gravy, quick gravy",4542.0,"Fat, chicken",3.0627490039840635
13412000,"Milk gravy, quick gravy",4575.0,"Fat, turkey",1.0209163346613546
13412000,"Milk gravy, quick gravy",4609.0,"Animal fat, bacon grease",20.41832669322709
13412000,"Milk gravy, quick gravy",13020.0,"Beef, retail cuts, separable fat, cooked",10.719621513944222
13412000,"Milk gravy, quick gravy",20081.0,"Wheat flour, white, all-purpose, enriched, bleached",31.25
14107020,"Cheese, Mozzarella, whole milk",1026.0,"Cheese, mozzarella, whole milk",100.0
14132000,Queso Chihuahua,1167.0,"Cheese, mexican, queso chihuahua",100.0
14204030,"Cheese, cottage, lowfat, with vegetables",43396.0,"Cheese, cottage, lowfat, 1% milkfat, with vegetables",100.0
14650150,Cheese sauce made with lowfat cheese,1001.0,"Butter, salted",42.563
14650150,Cheese sauce made with lowfat cheese,1111.0,"Milk, averaged fat, with added vitamin A and D",488.0
14650150,Cheese sauce made with lowfat cheese,2030.0,"Spices, pepper, black",0.525
14650150,Cheese sauce made with lowfat cheese,2047.0,"Salt, table",3.0
14650150,Cheese sauce made with lowfat cheese,6971.0,"Sauce, worcestershire",11.458
14650150,Cheese sauce made with lowfat cheese,20081.0,"Wheat flour, white, all-purpose, enriched, bleached",23.438
14650150,Cheese sauce made with lowfat cheese,43275.0,"Cheese, pasteurized process, American, low fat",113.0
24301210,"Duck, coated, fried",1091.0,"Milk, dry, nonfat, regular, without added vitamin A and vitamin D",0.2
24301210,"Duck, coated, fried",1125.0,"Egg, yolk, raw, fresh",1.2
24301210,"Duck, coated, fried",2047.0,"Salt, table",0.7
24301210,"Duck, coated, fried",4615.0,"Shortening, vegetable, household, composite",3.6
24301210,"Duck, coated, fried",5141.0,"Duck, domesticated, meat only, raw",114.3
24301210,"Duck, coated, fried",14429.0,"Water, tap, municipal",12.6
24301210,"Duck, coated, fried",20081.0,"Wheat flour, white, all-purpose, enriched, bleached",8.7
27120160,Pork curry,1117.0,"Yogurt, plain, low fat, 12 grams protein per 8 ounce",61.25
27120160,Pork curry,2015.0,"Spices, curry powder",3.15
27120160,Pork curry,2047.0,"Salt, table",15.0
27120160,Pork curry,4322.0,"Vegetable oil, averaged",54.5
27120160,Pork curry,10025.0,"Pork, fresh, loin, whole, separable lean only, cooked, braised",350.0
27120160,Pork curry,11125.0,"Carrots, cooked, boiled, drained, without salt",210.0
27120160,Pork curry,11136.0,"Cauliflower, cooked, boiled, drained, without salt",220.0
27120160,Pork curry,11165.0,"Coriander (cilantro) leaves, raw",4.0
27120160,Pork curry,11215.0,"Garlic, raw",12.0
27120160,Pork curry,11216.0,"Ginger root, raw",6.0
27120160,Pork curry,11283.0,"Onions, cooked, boiled, drained, without salt",125.0
27120160,Pork curry,11301.0,"Peas, edible-podded, boiled, drained, without salt",40.0
27120160,Pork curry,11365.0,"Potatoes, boiled, cooked in skin, flesh, without salt",334.0
27120160,Pork curry,11458.0,"Spinach, cooked, boiled, drained, without salt",175.0
27120160,Pork curry,11531.0,"Tomatoes, red, ripe, canned, packed in tomato juice",79.992
27120160,Pork curry,14429.0,"Water, tap, municipal",474.0
27120160,Pork curry,16070.0,"Lentils, mature seeds, cooked, boiled, without salt",49.5
27130100,Lamb or mutton curry,1117.0,"Yogurt, plain, low fat, 12 grams protein per 8 ounce",61.25
27130100,Lamb or mutton curry,2015.0,"Spices, curry powder",9.45
27130100,Lamb or mutton curry,2047.0,"Salt, table",15.0
27130100,Lamb or mutton curry,4322.0,"Vegetable oil, averaged",54.5
27130100,Lamb or mutton curry,11125.0,"Carrots, cooked, boiled, drained, without salt",210.0
27130100,Lamb or mutton curry,11136.0,"Cauliflower, cooked, boiled, drained, without salt",220.0
27130100,Lamb or mutton curry,11165.0,"Coriander (cilantro) leaves, raw",4.0
27130100,Lamb or mutton curry,11215.0,"Garlic, raw",12.0
27130100,Lamb or mutton curry,11216.0,"Ginger root, raw",6.0
27130100,Lamb or mutton curry,11283.0,"Onions, cooked, boiled, drained, without salt",125.0
27130100,Lamb or mutton curry,11301.0,"Peas, edible-podded, boiled, drained, without salt",40.0
27130100,Lamb or mutton curry,11365.0,"Potatoes, boiled, cooked in skin, flesh, without salt",334.0
27130100,Lamb or mutton curry,11458.0,"Spinach, cooked, boiled, drained, without salt",175.0
27130100,Lamb or mutton curry,11531.0,"Tomatoes, red, ripe, canned, packed in tomato juice",79.992
27130100,Lamb or mutton curry,14429.0,"Water, tap, municipal",474.0
27130100,Lamb or mutton curry,16070.0,"Lentils, mature seeds, cooked, boiled, without salt",49.5
27130100,Lamb or mutton curry,17038.0,"Lamb, domestic, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",268.0
27150100,Shrimp curry,1117.0,"Yogurt, plain, low fat, 12 grams protein per 8 ounce",61.25
27150100,Shrimp curry,2015.0,"Spices, curry powder",9.45
27150100,Shrimp curry,2047.0,"Salt, table",7.5
27150100,Shrimp curry,4322.0,"Vegetable oil, averaged",54.5
27150100,Shrimp curry,11125.0,"Carrots, cooked, boiled, drained, without salt",210.0
27150100,Shrimp curry,11136.0,"Cauliflower, cooked, boiled, drained, without salt",220.0
27150100,Shrimp curry,11165.0,"Coriander (cilantro) leaves, raw",4.0
27150100,Shrimp curry,11215.0,"Garlic, raw",12.0
27150100,Shrimp curry,11216.0,"Ginger root, raw",6.0
27150100,Shrimp curry,11283.0,"Onions, cooked, boiled, drained, without salt",125.0
27150100,Shrimp curry,11301.0,"Peas, edible-podded, boiled, drained, without salt",40.0
27150100,Shrimp curry,11365.0,"Potatoes, boiled, cooked in skin, flesh, without salt",334.0
27150100,Shrimp curry,11458.0,"Spinach, cooked, boiled, drained, without salt",175.0
27150100,Shrimp curry,11531.0,"Tomatoes, red, ripe, canned, packed in tomato juice",79.992
27150100,Shrimp curry,14411.0,"Water, tap, drinking",474.0
27150100,Shrimp curry,15151.0,"Crustaceans, shrimp, mixed species, cooked, moist heat (may have been previously frozen)",320.0
27150100,Shrimp curry,16070.0,"Lentils, mature seeds, cooked, boiled, without salt",49.5
27150190,Lobster sauce,1129.0,"Egg, whole, cooked, hard-boiled",50.0
27150190,Lobster sauce,2047.0,"Salt, table",6.0
27150190,Lobster sauce,4322.0,"Vegetable oil, averaged",27.25
27150190,Lobster sauce,6194.0,"Soup, chicken broth, ready-to-serve",240.0
27150190,Lobster sauce,10011.0,"Pork, fresh, leg (ham), whole, separable lean only, cooked, roasted",85.05
27150190,Lobster sauce,11215.0,"Garlic, raw",9.0
27150190,Lobster sauce,14411.0,"Water, tap, drinking",29.625
27150190,Lobster sauce,14553.0,"Beverages, Wine, non-alcoholic",30.0
27150190,Lobster sauce,16123.0,Soy sauce made from soy and wheat (shoyu),5.3
27150190,Lobster sauce,19335.0,"Sugars, granulated",4.167
27150190,Lobster sauce,20027.0,Cornstarch,8.0
27150200,Oyster sauce,6167.0,"Sauce, homemade, white, thick",250.0
27150200,Oyster sauce,11297.0,"Parsley, fresh",3.8
27150200,Oyster sauce,15170.0,"Mollusks, oyster, eastern, canned",248.0
27214600,Creamed dried beef on toast,1001.0,"Butter, salted",42.563
27214600,Creamed dried beef on toast,1111.0,"Milk, averaged fat, with added vitamin A and D",488.0
27214600,Creamed dried beef on toast,11283.0,"Onions, cooked, boiled, drained, without salt",39.375
27214600,Creamed dried beef on toast,13350.0,"Beef, cured, dried",226.8
27214600,Creamed dried beef on toast,18070.0,"Bread, white, commercially prepared, toasted",25.0
27214600,Creamed dried beef on toast,20081.0,"Wheat flour, white, all-purpose, enriched, bleached",23.438
27243700,Chicken in cheese sauce with Spanish rice,1042.0,"Cheese, pasteurized process, American, fortified with vitamin D",10.0
27243700,Chicken in cheese sauce with Spanish rice,1056.0,"Cream, sour, cultured",20.0
27243700,Chicken in cheese sauce with Spanish rice,2047.0,"Salt, table",1.4
27243700,Chicken in cheese sauce with Spanish rice,5361.0,"Chicken, broiler, rotisserie, BBQ, thigh meat and skin",100.0
27243700,Chicken in cheese sauce with Spanish rice,11283.0,"Onions, cooked, boiled, drained, without salt",5.0
27243700,Chicken in cheese sauce with Spanish rice,11334.0,"Peppers, sweet, green, cooked, boiled, drained, without salt",10.0
27243700,Chicken in cheese sauce with Spanish rice,11529.0,"Tomatoes, red, ripe, raw, year round average",5.0
27243700,Chicken in cheese sauce with Spanish rice,11823.0,"Peppers, sweet, red, cooked, boiled, drained, without salt",5.0
27243700,Chicken in cheese sauce with Spanish rice,11979.0,"Peppers, jalapeno, raw",5.0
27243700,Chicken in cheese sauce with Spanish rice,14411.0,"Water, tap, drinking",10.0
27243700,Chicken in cheese sauce with Spanish rice,20345.0,"Rice, white, long-grain, regular, cooked, enriched, with salt",120.0
27500200,"Wrap sandwich, filled with meat, poultry, or fish, vegetables, and cheese",1017.0,"Cheese, cream",29.0
27500200,"Wrap sandwich, filled with meat, poultry, or fish, vegetables, and cheese",1252.0,"Cheese product, pasteurized process, American, vitamin D fortified",21.263
27500200,"Wrap sandwich, filled with meat, poultry, or fish, vegetables, and cheese",5000.0,"Chicken, broiler, rotisserie, BBQ, breast meat only",28.35
27500200,"Wrap sandwich, filled with meat, poultry, or fish, vegetables, and cheese",5319.0,"Chicken, broiler, rotisserie, BBQ, drumstick, meat only",11.340000000000002
27500200,"Wrap sandwich, filled with meat, poultry, or fish, vegetables, and cheese",5334.0,"Chicken, broiler, rotisserie, BBQ, thigh, meat only",17.01
27500200,"Wrap sandwich, filled with meat, poultry, or fish, vegetables, and cheese",11112.0,"Cabbage, red, raw",8.75
27500200,"Wrap sandwich, filled with meat, poultry, or fish, vegetables, and cheese",11252.0,"Lettuce, iceberg (includes crisphead types), raw",15.0
27500200,"Wrap sandwich, filled with meat, poultry, or fish, vegetables, and cheese",11529.0,"Tomatoes, red, ripe, raw, year round average",22.5
27500200,"Wrap sandwich, filled with meat, poultry, or fish, vegetables, and cheese",18364.0,"Tortillas, ready-to-bake or -fry, flour, refrigerated",45.0
27510110,"Beef barbecue sandwich or Sloppy Joe, on bun",2047.0,"Salt, table",0.4
27510110,"Beef barbecue sandwich or Sloppy Joe, on bun",6150.0,"Sauce, barbecue",70.313
27510110,"Beef barbecue sandwich or Sloppy Joe, on bun",18350.0,"Rolls, hamburger or hotdog, plain",52.0
27510110,"Beef barbecue sandwich or Sloppy Joe, on bun",23580.0,"Beef, ground, 75% lean meat / 25% fat, crumbles, cooked, pan-browned",43.5
27510145,"Cheeseburger, 1 miniature patty, with condiments, on miniature bun, from fast food / restaurant",1009.0,"Cheese, cheddar",2.5
27510145,"Cheeseburger, 1 miniature patty, with condiments, on miniature bun, from fast food / restaurant",1029.0,"Cheese, mozzarella, low moisture, part-skim",0.4
